rule_id,supplement_category,target_goal,ingredient_keyword,form,recommended_time,with_meal,frequency_per_day,dose_instruction,duration_weeks,avoid_with,spacing_rule,safety_note,tracking_frequency,expected_result_window,adherence_tip
SR0778,Collagen Protein,Skin Health,biotin,softgel,Night,Optional,2,Follow label dosage,16,Check allergy source such as fish/bovine collagen,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for skin/joint support,Log missed doses honestly
SR0779,Collagen Protein,Immunity,biotin,liquid,Morning,Optional,1,1 scoop daily,8,Check allergy source such as fish/bovine collagen,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for skin/joint support,Set a daily reminder in the app
SR0780,General Wellness,Fat Loss,electrolytes,gel,After breakfast,Yes,1,1 tablet daily,12,Do not combine duplicate ingredients,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,4-8 weeks for general wellness support,Log missed doses honestly
SR0781,Performance,Body Building,beta alanine,gel,Any time daily,Optional,2,Follow label dosage,12,Consult doctor if kidney disease exists,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,2-6 weeks for strength support,Take it at the same time every day
SR0782,Performance,Body Building,beta alanine,powder,Morning,Optional,1,1 serving 20-30 minutes before workout,12,Consult doctor if kidney disease exists,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,2-6 weeks for strength support,Take it at the same time every day
SR0783,Performance,Heart Health,citrulline malate,capsule,Before workout,Optional,1,1 serving 20-30 minutes before workout,12,Consult doctor if kidney disease exists,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,2-6 weeks for strength support,Take it at the same time every day
SR0784,Vitamin,Digestive Health,vitamin d,tablet,After lunch,Yes,2,Follow label dosage,8,Check duplicate vitamins from other products,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,4-12 weeks for wellness support,Review progress weekly
SR0785,Joint Support,Strength,chondroitin,tablet,Morning,Yes,1,1-2 capsules daily with meal,8,Use caution with blood thinners,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for joint comfort support,Review progress weekly
SR0786,Joint Support,Heart Health,chondroitin,tablet,Morning,Yes,1,Follow label dosage,8,Use caution with blood thinners,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for joint comfort support,Take it at the same time every day
SR0787,Digestive,Body Building,bifidobacterium,liquid,Before breakfast,No,2,1 capsule before meal,12,Use caution if immunocompromised,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,2-6 weeks for digestive support,Take it at the same time every day
SR0788,Omega-3,Recovery,epa dha,powder,After breakfast,Yes,2,1-2 softgels daily with food,8,Consult doctor before surgery,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for heart health support,Set a daily reminder in the app
SR0789,Vitamin,Energy Boost,vitamin d,tablet,After lunch,Yes,2,1 capsule daily,8,Avoid exceeding daily upper limit,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,4-12 weeks for wellness support,Take it at the same time every day
SR0790,Vitamin,Strength,vitamin d,gel,After breakfast,Yes,1,1 tablet after meal,12,Avoid exceeding daily upper limit,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,4-12 weeks for wellness support,Review progress weekly
SR0791,Collagen Protein,Muscle Gain,collagen,capsule,Night,Yes,1,1 serving with water,16,Check allergy source such as fish/bovine collagen,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for skin/joint support,Take it at the same time every day
SR0792,Omega-3,Muscle Gain,epa dha,liquid,After breakfast,Yes,2,1 softgel after meal,16,Consult doctor before surgery,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for heart health support,Take it at the same time every day
SR0793,BCAA,Digestive Health,valine,capsule,Before workout,No,1,Follow label dosage,10,Use carefully with liver/kidney conditions,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,2-6 weeks for recovery support,Stop and report side effects
SR0794,BCAA,Fat Loss,valine,liquid,After workout,No,1,1 scoop with water,8,Avoid duplicate amino acid products,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,2-6 weeks for recovery support,Stop and report side effects
SR0795,Omega-3,Strength,omega-3,gel,After breakfast,Yes,1,1 softgel after meal,16,Use caution with blood thinning medications,Use caution with blood-thinning medication,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for heart health support,Log missed doses honestly
SR0796,Joint Support,Recovery,turmeric,powder,After breakfast,Yes,1,Follow label dosage,12,Use caution with blood thinners,Use caution with blood-thinning medication,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for joint comfort support,Set a daily reminder in the app
SR0797,Digestive,Strength,lactobacillus,powder,Before breakfast,Optional,2,Follow label dosage,4,Use caution if immunocompromised,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,2-6 weeks for digestive support,Review progress weekly
SR0798,Omega-3,Energy Boost,omega-3,liquid,After dinner,Yes,2,1-2 softgels daily with food,8,Use caution with blood thinning medications,Use caution with blood-thinning medication,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for heart health support,Log missed doses honestly
SR0799,Vitamin,Arms,multivitamin,tablet,Morning,Yes,1,Follow label dosage,8,Check duplicate vitamins from other products,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,4-12 weeks for wellness support,Stop and report side effects
SR0800,General Wellness,Energy Boost,electrolytes,powder,Morning,Optional,1,1 tablet daily,12,Do not combine duplicate ingredients,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,4-8 weeks for general wellness support,Take it at the same time every day
SR0801,Digestive,Heart Health,lactobacillus,gel,Before breakfast,Optional,2,1 capsule before meal,8,Use caution if immunocompromised,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,2-6 weeks for digestive support,Set a daily reminder in the app
SR0802,Collagen Protein,Fat Loss,collagen,tablet,Morning,Yes,1,1 serving with water,12,Check allergy source such as fish/bovine collagen,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for skin/joint support,Review progress weekly
SR0803,Vitamin,Muscle Gain,vitamin d,tablet,Morning,Yes,1,1 capsule daily,8,Check duplicate vitamins from other products,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,4-12 weeks for wellness support,Set a daily reminder in the app
SR0804,Mineral,Muscle Gain,magnesium,capsule,Morning,Yes,2,1 capsule daily,12,Separate calcium/iron from levothyroxine by 4 hours,Keep 4 hours away from levothyroxine,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for deficiency support,Stop and report side effects
SR0805,Vitamin,Energy Boost,vitamin d,softgel,Morning,Yes,2,Follow label dosage,16,Avoid exceeding daily upper limit,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,4-12 weeks for wellness support,Take it at the same time every day
SR0806,Performance,Skin Health,creatine monohydrate,liquid,Before workout,Optional,1,Follow label dosage,8,Avoid high caffeine intake at night,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,2-6 weeks for strength support,Log missed doses honestly
SR0807,Digestive,Skin Health,probiotic,softgel,Before meal,No,1,1 capsule daily,8,Use caution if immunocompromised,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,2-6 weeks for digestive support,Review progress weekly
SR0808,BCAA,Arms,leucine,softgel,After workout,Optional,1,1 serving during workout,10,Use carefully with liver/kidney conditions,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,2-6 weeks for recovery support,Review progress weekly
SR0809,General Wellness,Muscle Gain,greens blend,tablet,Morning,Yes,1,1 serving daily,8,Do not combine duplicate ingredients,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,4-8 weeks for general wellness support,Stop and report side effects
SR0810,Protein,Digestive Health,casein protein,liquid,After workout,Optional,2,1 scoop daily,10,Avoid excessive intake with kidney disease,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,4-8 weeks for recovery improvement,Log missed doses honestly
SR0811,Digestive,Energy Boost,bifidobacterium,tablet,Before breakfast,No,1,1 capsule before meal,8,Stop if severe stomach discomfort occurs,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,2-6 weeks for digestive support,Take it at the same time every day
SR0812,Omega-3,Fat Loss,omega-3,softgel,After lunch,Yes,1,1-2 softgels daily with food,8,Use caution with blood thinning medications,Use caution with blood-thinning medication,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for heart health support,Stop and report side effects
SR0813,BCAA,Immunity,isoleucine,powder,After workout,No,1,1 serving during workout,8,Avoid duplicate amino acid products,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,2-6 weeks for recovery support,Log missed doses honestly
SR0814,Omega-3,Joint Support,epa dha,softgel,After dinner,Yes,1,1-2 softgels daily with food,16,Use caution with blood thinning medications,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for heart health support,Take it at the same time every day
SR0815,General Wellness,Heart Health,multivitamin,gel,Morning,Yes,1,1 serving daily,12,Check medication conflicts and allergies,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,4-8 weeks for general wellness support,Stop and report side effects
SR0816,Mineral,Skin Health,calcium,gel,Morning,Yes,1,1 capsule daily,12,Separate calcium/iron from levothyroxine by 4 hours,Keep 4 hours away from levothyroxine,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for deficiency support,Stop and report side effects
SR0817,Performance,Strength,pre workout blend,gel,Before workout,No,2,Follow label dosage,12,Avoid high caffeine intake at night,Avoid within 6 hours of bedtime,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,2-6 weeks for strength support,Log missed doses honestly
SR0818,Protein,Strength,whey protein,softgel,Evening,Optional,2,1 scoop daily,10,Avoid if lactose intolerant unless using plant protein,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for muscle gain support,Review progress weekly
SR0819,Digestive,Joint Support,bifidobacterium,capsule,Night,No,1,1 capsule before meal,4,Use caution if immunocompromised,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,2-6 weeks for digestive support,Review progress weekly
SR0820,Collagen Protein,Heart Health,vitamin c,powder,Night,Yes,1,1 serving with water,8,Check allergy source such as fish/bovine collagen,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for skin/joint support,Set a daily reminder in the app
SR0821,Joint Support,Skin Health,chondroitin,powder,After dinner,Yes,1,1-2 capsules daily with meal,12,Check shellfish allergy for glucosamine,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for joint comfort support,Take it at the same time every day
SR0822,Joint Support,Digestive Health,glucosamine,capsule,After breakfast,Yes,1,1-2 capsules daily with meal,12,Check shellfish allergy for glucosamine,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for joint comfort support,Log missed doses honestly
SR0823,Protein,Heart Health,whey protein,liquid,Morning,Optional,1,1 serving after workout,8,Avoid if lactose intolerant unless using plant protein,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,4-8 weeks for recovery improvement,Stop and report side effects
SR0824,Vitamin,Strength,vitamin c,softgel,Morning,Yes,1,1 tablet after meal,12,Check duplicate vitamins from other products,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,4-12 weeks for wellness support,Log missed doses honestly
SR0825,BCAA,Arms,valine,gel,During workout,No,1,1 serving during workout,8,Avoid duplicate amino acid products,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,2-6 weeks for recovery support,Log missed doses honestly
SR0826,Protein,Body Building,soy protein,capsule,After workout,Optional,2,1 scoop daily,12,Avoid if lactose intolerant unless using plant protein,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for muscle gain support,Take it at the same time every day
SR0827,Collagen Protein,Recovery,vitamin c,softgel,After breakfast,Optional,1,1 scoop daily,16,Check allergy source such as fish/bovine collagen,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for skin/joint support,Set a daily reminder in the app
SR0828,Protein,Skin Health,casein protein,powder,After workout,Optional,1,1 scoop daily,8,Avoid if lactose intolerant unless using plant protein,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for muscle gain support,Set a daily reminder in the app
SR0829,Mineral,Strength,calcium,capsule,Night,No,1,Take as directed on label,12,Separate calcium/iron from levothyroxine by 4 hours,Keep 4 hours away from levothyroxine,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for deficiency support,Review progress weekly
SR0830,Performance,Strength,creatine monohydrate,powder,Before workout,Optional,1,Follow label dosage,6,Consult doctor if kidney disease exists,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,2-6 weeks for strength support,Take it at the same time every day
SR0831,Digestive,Immunity,bifidobacterium,liquid,Before breakfast,No,1,Follow label dosage,4,Stop if severe stomach discomfort occurs,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,2-6 weeks for digestive support,Take it at the same time every day
SR0832,Performance,Body Building,beta alanine,tablet,Before workout,No,1,Follow label dosage,6,Consult doctor if kidney disease exists,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,2-6 weeks for strength support,Review progress weekly
SR0833,BCAA,Immunity,leucine,liquid,After workout,No,1,1 scoop with water,10,Avoid duplicate amino acid products,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,2-6 weeks for recovery support,Log missed doses honestly
SR0834,Performance,Strength,citrulline malate,liquid,Any time daily,No,1,3-5g daily,12,Avoid high caffeine intake at night,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,4-8 weeks for performance improvement,Take it at the same time every day
SR0835,Digestive,Digestive Health,bifidobacterium,tablet,Night,No,1,Follow label dosage,4,Stop if severe stomach discomfort occurs,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,2-6 weeks for digestive support,Log missed doses honestly
SR0836,BCAA,Digestive Health,leucine,softgel,After workout,No,1,1 scoop with water,8,Use carefully with liver/kidney conditions,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,2-6 weeks for recovery support,Take it at the same time every day
SR0837,Mineral,Recovery,zinc,powder,Night,No,2,1 capsule daily,16,Do not take iron with calcium or tea,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for deficiency support,Review progress weekly
SR0838,General Wellness,Muscle Gain,greens blend,tablet,Evening,Yes,1,1 serving daily,12,Check medication conflicts and allergies,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,4-8 weeks for general wellness support,Take it at the same time every day
SR0839,Performance,Heart Health,creatine monohydrate,softgel,Any time daily,No,1,1 serving 20-30 minutes before workout,8,Avoid high caffeine intake at night,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,2-6 weeks for strength support,Take it at the same time every day
SR0840,Protein,Energy Boost,casein protein,powder,After workout,Optional,2,1 scoop with water or milk,12,Avoid excessive intake with kidney disease,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,4-8 weeks for recovery improvement,Review progress weekly
SR0841,Performance,Body Building,pre workout blend,capsule,Morning,Optional,1,1 serving 20-30 minutes before workout,6,Avoid high caffeine intake at night,Avoid within 6 hours of bedtime,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,2-6 weeks for strength support,Review progress weekly
SR0842,Digestive,General Wellness,digestive enzymes,softgel,Before breakfast,No,1,Follow label dosage,12,Stop if severe stomach discomfort occurs,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,2-6 weeks for digestive support,Stop and report side effects
SR0843,Protein,Heart Health,soy protein,capsule,After workout,Optional,1,1 scoop with water or milk,12,Avoid if lactose intolerant unless using plant protein,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for muscle gain support,Stop and report side effects
SR0844,Collagen Protein,Strength,vitamin c,tablet,Night,Yes,1,1 scoop daily,16,Check allergy source such as fish/bovine collagen,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for skin/joint support,Take it at the same time every day
SR0845,Mineral,Digestive Health,zinc,softgel,Between meals,Yes,1,1 tablet daily,12,Do not take iron with calcium or tea,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for deficiency support,Stop and report side effects
SR0846,Digestive,Body Building,digestive enzymes,powder,Before breakfast,No,2,1 capsule daily,4,Use caution if immunocompromised,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,2-6 weeks for digestive support,Set a daily reminder in the app
SR0847,Mineral,Skin Health,magnesium,tablet,Morning,Yes,1,1 capsule daily,8,Do not take iron with calcium or tea,Keep 4 hours away from levothyroxine,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for deficiency support,Set a daily reminder in the app
SR0848,Mineral,Body Building,magnesium,tablet,Morning,Yes,2,1 tablet daily,8,Separate calcium/iron from levothyroxine by 4 hours,Keep 4 hours away from levothyroxine,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for deficiency support,Log missed doses honestly
SR0849,Digestive,Energy Boost,digestive enzymes,softgel,Before meal,No,1,Follow label dosage,4,Use caution if immunocompromised,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,2-6 weeks for digestive support,Review progress weekly
SR0850,BCAA,Strength,bcaa,capsule,Before workout,No,2,1 serving during workout,10,Use carefully with liver/kidney conditions,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,2-6 weeks for recovery support,Set a daily reminder in the app
SR0851,Performance,General Wellness,beta alanine,capsule,Before workout,Optional,1,Follow label dosage,12,Consult doctor if kidney disease exists,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,4-8 weeks for performance improvement,Log missed doses honestly
SR0852,General Wellness,Strength,electrolytes,gel,Morning,Optional,1,Follow label dosage,8,Check medication conflicts and allergies,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,4-8 weeks for general wellness support,Set a daily reminder in the app
SR0853,Protein,Strength,casein protein,tablet,Morning,Optional,2,1 serving after workout,8,Avoid excessive intake with kidney disease,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,4-8 weeks for recovery improvement,Log missed doses honestly
SR0854,General Wellness,Fat Loss,ashwagandha,softgel,After breakfast,Yes,1,Follow label dosage,8,Do not combine duplicate ingredients,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,4-8 weeks for general wellness support,Take it at the same time every day
SR0855,Performance,General Wellness,pre workout blend,tablet,Before workout,No,1,1 serving 20-30 minutes before workout,8,Avoid high caffeine intake at night,Avoid within 6 hours of bedtime,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,4-8 weeks for performance improvement,Log missed doses honestly
SR0856,Performance,Digestive Health,pre workout blend,capsule,Morning,No,1,3-5g daily,12,Avoid high caffeine intake at night,Avoid within 6 hours of bedtime,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,2-6 weeks for strength support,Take it at the same time every day
SR0857,Performance,General Wellness,citrulline malate,liquid,Any time daily,Optional,2,3-5g daily,6,Consult doctor if kidney disease exists,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,4-8 weeks for performance improvement,Stop and report side effects
SR0858,Collagen Protein,Recovery,vitamin c,softgel,Night,Yes,1,1 scoop daily,8,Check allergy source such as fish/bovine collagen,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for skin/joint support,Log missed doses honestly
SR0859,Performance,Body Building,citrulline malate,tablet,Any time daily,No,1,Follow label dosage,12,Consult doctor if kidney disease exists,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,2-6 weeks for strength support,Review progress weekly
SR0860,BCAA,Muscle Gain,valine,tablet,During workout,Optional,1,1 serving during workout,10,Use carefully with liver/kidney conditions,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,2-6 weeks for recovery support,Take it at the same time every day
SR0861,Protein,Body Building,casein protein,capsule,After workout,Yes,1,1 scoop daily,10,Avoid if lactose intolerant unless using plant protein,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for muscle gain support,Stop and report side effects
SR0862,Performance,Strength,citrulline malate,powder,Morning,No,2,3-5g daily,12,Consult doctor if kidney disease exists,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,4-8 weeks for performance improvement,Log missed doses honestly
SR0863,Vitamin,Digestive Health,vitamin c,softgel,After breakfast,Yes,2,1 capsule daily,12,Avoid exceeding daily upper limit,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,4-12 weeks for wellness support,Set a daily reminder in the app
SR0864,Joint Support,Strength,chondroitin,softgel,After breakfast,Yes,1,Follow label dosage,16,Use caution with blood thinners,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for joint comfort support,Log missed doses honestly
SR0865,Performance,Immunity,pre workout blend,gel,Any time daily,Optional,2,Follow label dosage,6,Consult doctor if kidney disease exists,Avoid within 6 hours of bedtime,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,2-6 weeks for strength support,Take it at the same time every day
SR0866,Mineral,Arms,zinc,liquid,Between meals,Yes,2,Take as directed on label,8,Do not take iron with calcium or tea,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for deficiency support,Log missed doses honestly
SR0867,Omega-3,Recovery,omega-3,softgel,After dinner,Yes,1,1-2 softgels daily with food,16,Consult doctor before surgery,Use caution with blood-thinning medication,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for heart health support,Review progress weekly
SR0868,Digestive,Heart Health,lactobacillus,gel,Before breakfast,Optional,2,1 capsule daily,8,Use caution if immunocompromised,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,2-6 weeks for digestive support,Stop and report side effects
SR0869,Vitamin,Immunity,multivitamin,powder,After lunch,Yes,1,1 tablet after meal,8,Avoid exceeding daily upper limit,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,4-12 weeks for wellness support,Set a daily reminder in the app
SR0870,Collagen Protein,Immunity,vitamin c,tablet,Night,Optional,2,Follow label dosage,16,Check allergy source such as fish/bovine collagen,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for skin/joint support,Take it at the same time every day
SR0871,Collagen Protein,Skin Health,vitamin c,softgel,After breakfast,Optional,1,1 scoop daily,12,Check allergy source such as fish/bovine collagen,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for skin/joint support,Set a daily reminder in the app
SR0872,Omega-3,Skin Health,omega-3,softgel,After breakfast,Yes,1,1-2 softgels daily with food,16,Consult doctor before surgery,Use caution with blood-thinning medication,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for heart health support,Set a daily reminder in the app
SR0873,Digestive,Energy Boost,probiotic,capsule,Before breakfast,Optional,1,Follow label dosage,8,Stop if severe stomach discomfort occurs,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,2-6 weeks for digestive support,Take it at the same time every day
SR0874,Joint Support,Immunity,turmeric,softgel,After breakfast,Yes,1,Follow label dosage,16,Use caution with blood thinners,Use caution with blood-thinning medication,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for joint comfort support,Stop and report side effects
SR0875,Omega-3,Immunity,epa dha,gel,After lunch,Yes,1,1 softgel after meal,8,Use caution with blood thinning medications,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for heart health support,Review progress weekly
SR0876,BCAA,Immunity,isoleucine,gel,During workout,Optional,1,1 scoop with water,6,Avoid duplicate amino acid products,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,2-6 weeks for recovery support,Review progress weekly
SR0877,Joint Support,Immunity,glucosamine,liquid,Morning,Yes,1,1-2 capsules daily with meal,16,Check shellfish allergy for glucosamine,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for joint comfort support,Take it at the same time every day
SR0878,Mineral,Fat Loss,magnesium,powder,Morning,Yes,2,1 capsule daily,12,Do not take iron with calcium or tea,Keep 4 hours away from levothyroxine,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for deficiency support,Review progress weekly
SR0879,Performance,Strength,creatine monohydrate,powder,Any time daily,Optional,1,1 serving 20-30 minutes before workout,6,Consult doctor if kidney disease exists,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,4-8 weeks for performance improvement,Log missed doses honestly
SR0880,Mineral,Immunity,zinc,powder,Morning,No,1,1 tablet daily,12,Separate calcium/iron from levothyroxine by 4 hours,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for deficiency support,Stop and report side effects
SR0881,Omega-3,Immunity,epa dha,gel,After dinner,Yes,1,1 softgel after meal,12,Use caution with blood thinning medications,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for heart health support,Set a daily reminder in the app
SR0882,Omega-3,Arms,fish oil,gel,After dinner,Yes,1,1-2 softgels daily with food,16,Use caution with blood thinning medications,Use caution with blood-thinning medication,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for heart health support,Review progress weekly
SR0883,Joint Support,Strength,chondroitin,capsule,After breakfast,Yes,1,1-2 capsules daily with meal,8,Check shellfish allergy for glucosamine,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for joint comfort support,Log missed doses honestly
SR0884,Vitamin,General Wellness,multivitamin,liquid,After breakfast,Yes,1,Follow label dosage,16,Check duplicate vitamins from other products,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,4-12 weeks for wellness support,Review progress weekly
SR0885,Digestive,Recovery,digestive enzymes,powder,Before meal,Optional,1,Follow label dosage,12,Stop if severe stomach discomfort occurs,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,2-6 weeks for digestive support,Take it at the same time every day
SR0886,Mineral,Energy Boost,zinc,gel,Night,No,2,1 capsule daily,16,Separate calcium/iron from levothyroxine by 4 hours,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for deficiency support,Stop and report side effects
