supplement_id,name,category,target_goal,ingredients,dosage,price_range,brand,size,form,price_lkr,price_range_lkr,currency,store_name,price_source,last_checked,data_type,price_note,rating
S2816,ActiveFuel Turmeric Curcumin Advanced,Herbal,Joint Support,curcumin; black pepper extract,1 capsule with meal,Low,Generic Herbal,60-120 count,capsule,3000,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.8
S2817,BioActive Casein Protein Ultra,Protein,Recovery,casein protein,1 scoop before sleep,Medium,Applied Nutrition,2lb-5lb,powder,25500,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.4
S2818,StrongLife Electrolyte Mix Basic,Hydration,Endurance,sodium; potassium; magnesium,during workout,Medium,Applied Nutrition,1 serving-300g,powder,3500,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.7
S2819,StrongLife Iron Supplement Advanced,Mineral,Energy Boost,iron ferrous bisglycinate,1 tablet between meals,Low,NOW Foods,60-120 count,tablet,3500,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S2820,PureForm Probiotic Complex Plus,Digestive,General Wellness,lactobacillus; bifidobacterium,1 capsule before meal,Low,Nutricost,60-120 count,capsule,3100,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.8
S2821,WellGen Glucosamine Chondroitin Basic,Joint,Joint Support,glucosamine; chondroitin,1 tablet with meal,High,Generic Joint Support,60-120 count,tablet,20900,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.8
S2822,CeyFit Electrolyte Mix Advanced,Hydration,Endurance,sodium; potassium; magnesium,during workout,Low,Applied Nutrition,1 serving-300g,powder,8500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.6
S2823,CeyFit Whey Protein Advanced,Protein,Muscle Gain,whey protein isolate; branched-chain amino acids,1 scoop after workout,Medium,Generic Sports Nutrition,2lb-5lb,powder,32500,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,5
S2824,WellGen Vitamin D3 Basic,Vitamin,Bone Health,vitamin D3 cholecalciferol,1000-2000 IU with meal,Low,Nature Made,60-120 count,capsule,4400,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S2825,HealthPlus Vitamin C,Vitamin,Immunity,ascorbic acid,1 tablet after meal,Low,Applied Nutrition,60-120 count,tablet,3300,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S2826,OptiWell Green Tea Extract Ultra,Herbal,Weight Loss,green tea extract; caffeine,1 capsule morning,Medium,Himalaya,60-120 count,capsule,6500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.6
S2827,BioActive Calcium Magnesium Zinc,Mineral,Bone Health,calcium; magnesium; zinc,1 tablet after meal,Medium,Nature Made,60-120 count,tablet,7200,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S2828,WellGen Beta-Alanine,Performance,Immunity,beta-alanine,2-3g daily,High,Cellucor,300g-500g,powder,18900,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.8
S2829,FitCore Multivitamin Plus,Vitamin,Hair and Skin,vitamin A; vitamin C; vitamin E; zinc; selenium,1 tablet with breakfast,Low,Nature Made,60-120 count,tablet,3800,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S2830,OptiWell Calcium Magnesium Zinc Advanced,Mineral,Hair and Skin,calcium; magnesium; zinc,1 tablet after meal,High,21st Century,60-120 count,tablet,10600,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.8
S2831,HealthPlus Vitamin C Ultra,Vitamin,Heart Health,ascorbic acid,1 tablet after meal,Medium,Generic Wellness,60-120 count,tablet,8100,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.7
S2832,VitaLab Glucosamine Chondroitin Ultra,Joint,Immunity,glucosamine; chondroitin,1 tablet with meal,High,NOW Foods,60-120 count,tablet,19600,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.8
S2833,ActiveFuel Glucosamine Chondroitin Plus,Joint,Joint Support,glucosamine; chondroitin,1 tablet with meal,High,Allmax Nutrition,60-120 count,tablet,15300,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S2834,BioActive Creatine Monohydrate Ultra,Performance,Muscle Gain,creatine monohydrate,3-5g daily,High,Cellucor,300g-500g,powder,22500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,5
S2835,ActiveFuel Calcium Magnesium Zinc Advanced,Mineral,Bone Health,calcium; magnesium; zinc,1 tablet after meal,Medium,NOW Foods,60-120 count,tablet,7800,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S2836,ProNutra Green Tea Extract Plus,Herbal,Weight Loss,green tea extract; caffeine,1 capsule morning,Low,Generic Herbal,60-120 count,capsule,4800,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S2837,ProNutra Electrolyte Mix,Hydration,Endurance,sodium; potassium; magnesium,during workout,Low,Applied Nutrition,1 serving-300g,powder,1000,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.4
S2838,ActiveFuel Creatine Monohydrate Pro,Performance,Immunity,creatine monohydrate,3-5g daily,Medium,Allmax Nutrition,300g-500g,powder,9500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S2839,PureForm Vitamin C,Vitamin,Bone Health,ascorbic acid,1 tablet after meal,Medium,NOW Foods,60-120 count,tablet,7700,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.7
S2840,HealthPlus Beta-Alanine Advanced,Performance,Weight Loss,beta-alanine,2-3g daily,Low,Cellucor,300g-500g,powder,5000,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S2841,WellGen Beta-Alanine Advanced,Performance,Endurance,beta-alanine,2-3g daily,Low,Applied Nutrition,300g-500g,powder,8400,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.8
S2842,StrongLife Multivitamin Advanced,Vitamin,Recovery,vitamin A; vitamin C; vitamin E; zinc; selenium,1 tablet with breakfast,High,Generic Wellness,60-120 count,tablet,12500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.7
S2843,StrongLife Collagen Peptides Basic,Protein,Weight Loss,collagen peptides; vitamin C,1 scoop daily,High,Mutant,2lb-5lb,powder,17500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S2844,BioActive Whey Protein Advanced,Protein,Muscle Gain,whey protein isolate; branched-chain amino acids,1 scoop after workout,Medium,Rule 1,2lb-5lb,powder,25500,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.6
S2845,PureForm Electrolyte Mix,Hydration,Endurance,sodium; potassium; magnesium,during workout,Low,Applied Nutrition,1 serving-300g,powder,3500,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S2846,PureForm Probiotic Complex,Digestive,General Wellness,lactobacillus; bifidobacterium,1 capsule before meal,High,ProNutra,60-120 count,capsule,12000,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S2847,BioActive Creatine Monohydrate Basic,Performance,Hair and Skin,creatine monohydrate,3-5g daily,Medium,Nutricost,300g-500g,powder,14500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.7
S2848,ActiveFuel Vitamin D3 Ultra,Vitamin,Bone Health,vitamin D3 cholecalciferol,1000-2000 IU with meal,Low,Applied Nutrition,60-120 count,capsule,4500,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S2849,ActiveFuel Whey Protein,Protein,Muscle Gain,whey protein isolate; branched-chain amino acids,1 scoop after workout,Medium,Mutant,2lb-5lb,powder,29000,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,5
S2850,HealthPlus Vitamin D3 Plus,Vitamin,Bone Health,vitamin D3 cholecalciferol,1000-2000 IU with meal,Low,Applied Nutrition,60-120 count,capsule,2000,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S2851,CeyFit Omega-3 Fish Oil Basic,Fatty Acid,Heart Health,omega-3 EPA DHA; fish oil,1 softgel with meal,Medium,Generic Omega,60-120 count,softgel,12500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.7
S2852,OptiWell Ashwagandha Basic,Herbal,Recovery,ashwagandha extract,1 capsule evening,Medium,NOW Foods,60-120 count,capsule,9700,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S2853,StrongLife Calcium Magnesium Zinc Basic,Mineral,Bone Health,calcium; magnesium; zinc,1 tablet after meal,Medium,NOW Foods,60-120 count,tablet,4800,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S2854,CeyFit Turmeric Curcumin Ultra,Herbal,Endurance,curcumin; black pepper extract,1 capsule with meal,Medium,NOW Foods,60-120 count,capsule,11700,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S2855,HealthPlus Vitamin C Ultra,Vitamin,Immunity,ascorbic acid,1 tablet after meal,Low,NOW Foods,60-120 count,tablet,3700,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S2856,ActiveFuel Beta-Alanine Ultra,Performance,Endurance,beta-alanine,2-3g daily,Low,Applied Nutrition,300g-500g,powder,5500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S2857,HealthPlus Probiotic Complex Basic,Digestive,General Wellness,lactobacillus; bifidobacterium,1 capsule before meal,Low,Nutricost,60-120 count,capsule,5300,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S2858,ActiveFuel Multivitamin Plus,Vitamin,Energy Boost,vitamin A; vitamin C; vitamin E; zinc; selenium,1 tablet with breakfast,Low,Generic Wellness,60-120 count,tablet,2600,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.8
S2859,WellGen Whey Protein Basic,Protein,Muscle Gain,whey protein isolate; branched-chain amino acids,1 scoop after workout,Medium,MuscleTech,2lb-5lb,powder,48000,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,5
S2860,ProNutra Calcium Magnesium Zinc Plus,Mineral,Bone Health,calcium; magnesium; zinc,1 tablet after meal,Medium,21st Century,60-120 count,tablet,8200,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S2861,VitaLab Whey Protein,Protein,Muscle Gain,whey protein isolate; branched-chain amino acids,1 scoop after workout,Medium,Applied Nutrition,2lb-5lb,powder,32500,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S2862,BioActive Glucosamine Chondroitin Advanced,Joint,Joint Support,glucosamine; chondroitin,1 tablet with meal,High,Nutricost,60-120 count,tablet,24000,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S2863,FitCore L-Carnitine Ultra,Amino Acid,Weight Loss,L-carnitine,1 serving before workout,Medium,Applied Nutrition,300g-500g,powder,12500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.4
S2864,HealthPlus BCAA Plus,Amino Acid,Recovery,leucine; isoleucine; valine,5-10g during/after workout,Medium,BPI,300g-500g,powder,11500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S2865,PureForm Calcium Magnesium Zinc Plus,Mineral,Muscle Gain,calcium; magnesium; zinc,1 tablet after meal,Medium,Generic Wellness,60-120 count,tablet,6300,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.6
S2866,FitCore Beta-Alanine Ultra,Performance,Endurance,beta-alanine,2-3g daily,Medium,Cellucor,300g-500g,powder,14400,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.8
S2867,HealthPlus Iron Supplement Basic,Mineral,Energy Boost,iron ferrous bisglycinate,1 tablet between meals,Low,21st Century,60-120 count,tablet,3600,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S2868,StrongLife Calcium Magnesium Zinc Plus,Mineral,Bone Health,calcium; magnesium; zinc,1 tablet after meal,Low,NOW Foods,60-120 count,tablet,3500,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S2869,NutriMax Glucosamine Chondroitin Pro,Joint,Joint Support,glucosamine; chondroitin,1 tablet with meal,High,Nutricost,60-120 count,tablet,18300,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.4
S2870,FitCore Turmeric Curcumin Advanced,Herbal,Joint Support,curcumin; black pepper extract,1 capsule with meal,Low,Generic Herbal,60-120 count,capsule,2800,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.6
S2871,VitaLab Calcium Magnesium Zinc Basic,Mineral,Bone Health,calcium; magnesium; zinc,1 tablet after meal,Low,21st Century,60-120 count,tablet,2900,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S2872,ActiveFuel Probiotic Complex Advanced,Digestive,General Wellness,lactobacillus; bifidobacterium,1 capsule before meal,Low,ProNutra,60-120 count,capsule,3200,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.4
S2873,WellGen Probiotic Complex,Digestive,General Wellness,lactobacillus; bifidobacterium,1 capsule before meal,Medium,Nutricost,60-120 count,capsule,6800,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S2874,VitaLab Beta-Alanine,Performance,Endurance,beta-alanine,2-3g daily,High,BSN,300g-500g,powder,26500,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S2875,StrongLife Electrolyte Mix,Hydration,Endurance,sodium; potassium; magnesium,during workout,Medium,Applied Nutrition,1 serving-300g,powder,8500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S2876,CeyFit Casein Protein Basic,Protein,Recovery,casein protein,1 scoop before sleep,Medium,MuscleTech,2lb-5lb,powder,48000,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.7
S2877,NutriMax Glucosamine Chondroitin Ultra,Joint,Joint Support,glucosamine; chondroitin,1 tablet with meal,High,Generic Joint Support,60-120 count,tablet,20600,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.8
S2878,NutriMax Casein Protein Ultra,Protein,Weight Loss,casein protein,1 scoop before sleep,Medium,Applied Nutrition,2lb-5lb,powder,25500,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S2879,WellGen Green Tea Extract Advanced,Herbal,Heart Health,green tea extract; caffeine,1 capsule morning,Low,Himalaya,60-120 count,capsule,4800,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S2880,ProNutra Probiotic Complex Basic,Digestive,General Wellness,lactobacillus; bifidobacterium,1 capsule before meal,High,Nutricost,60-120 count,capsule,16700,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.8
S2881,PureForm L-Carnitine,Amino Acid,Recovery,L-carnitine,1 serving before workout,Medium,BPI,300g-500g,powder,15500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.5
S2882,OptiWell Electrolyte Mix Ultra,Hydration,Endurance,sodium; potassium; magnesium,during workout,Low,Applied Nutrition,1 serving-300g,powder,8500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.6
S2883,CeyFit Glucosamine Chondroitin Pro,Joint,Joint Support,glucosamine; chondroitin,1 tablet with meal,High,NOW Foods,60-120 count,tablet,17900,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S2884,StrongLife Vitamin C Basic,Vitamin,Immunity,ascorbic acid,1 tablet after meal,Medium,Nature Made,60-120 count,tablet,7300,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S2885,PureForm Creatine Monohydrate Pro,Performance,Muscle Gain,creatine monohydrate,3-5g daily,Medium,Generic Performance,300g-500g,powder,15500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S2886,ProNutra Electrolyte Mix Advanced,Hydration,Endurance,sodium; potassium; magnesium,during workout,High,ABE,1 serving-300g,powder,6500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S2887,ActiveFuel Vitamin D3,Vitamin,Bone Health,vitamin D3 cholecalciferol,1000-2000 IU with meal,Low,Nature Made,60-120 count,capsule,2700,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.7
S2888,VitaLab Probiotic Complex Basic,Digestive,General Wellness,lactobacillus; bifidobacterium,1 capsule before meal,Medium,NOW Foods,60-120 count,capsule,10000,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S2889,WellGen Glucosamine Chondroitin Pro,Joint,Joint Support,glucosamine; chondroitin,1 tablet with meal,High,Nutricost,60-120 count,tablet,21400,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.6
S2890,NutriMax Beta-Alanine Advanced,Performance,Endurance,beta-alanine,2-3g daily,Low,Applied Nutrition,300g-500g,powder,9000,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S2891,ActiveFuel L-Carnitine Basic,Amino Acid,Weight Loss,L-carnitine,1 serving before workout,High,Allmax Nutrition,300g-500g,powder,15500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.6
S2892,WellGen Probiotic Complex Pro,Digestive,General Wellness,lactobacillus; bifidobacterium,1 capsule before meal,High,Nutricost,60-120 count,capsule,10300,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S2893,BioActive Electrolyte Mix Plus,Hydration,Recovery,sodium; potassium; magnesium,during workout,Low,ABE,1 serving-300g,powder,1000,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S2894,VitaLab Turmeric Curcumin Advanced,Herbal,Joint Support,curcumin; black pepper extract,1 capsule with meal,Medium,NOW Foods,60-120 count,capsule,6700,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S2895,NutriMax Vitamin C Plus,Vitamin,Immunity,ascorbic acid,1 tablet after meal,Low,NOW Foods,60-120 count,tablet,3600,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.6
