interaction_id,medicine_1_name,medicine_1_active_ingredient,medicine_1_class,medicine_2_name,medicine_2_active_ingredient,medicine_2_class,interaction_risk,severity,risk_score,mechanism,recommendation,source_type,evidence_level
DDI03485,Losar 50 Tablet,Losartan,ARB,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Moderate,Moderate,50,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,low
DDI03486,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Safe,Low,3,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03487,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Simva 20 Tablet,Simvastatin,Statin,Safe,Low,11,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03488,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Sertraline 50mg Tablet,Sertraline,SSRI,Moderate,Moderate,62,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,low
DDI03489,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Safe,Low,30,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03490,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Safe,Low,34,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03491,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Safe,Low,8,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03492,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Safe,Low,3,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03493,Warf 5 Tablet,Warfarin,Anticoagulant,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Safe,Low,19,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03494,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Safe,Low,3,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03495,Omeprazole 20mg Capsule,Omeprazole,PPI,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Moderate,Moderate,59,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,medium
DDI03496,Sertraline 50mg Tablet,Sertraline,SSRI,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Safe,Low,27,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03497,Warf 5 Tablet,Warfarin,Anticoagulant,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Moderate,Moderate,64,Complex interaction may affect anticoagulant and anticonvulsant levels,Medical monitoring recommended,synthetic_model,medium
DDI03498,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Safe,Low,28,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03499,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Warf 5 Tablet,Warfarin,Anticoagulant,Safe,Low,19,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03500,Ibu 400 Tablet,Ibuprofen,NSAID,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Safe,Low,1,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03501,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Safe,Low,16,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03502,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Simva 20 Tablet,Simvastatin,Statin,Moderate,Moderate,64,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,medium
DDI03503,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Losar 50 Tablet,Losartan,ARB,Safe,Low,25,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03504,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Safe,Low,3,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03505,Hydrochlorothiazide 25mg Tablet,Hydrochlorothiazide,Diuretic,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Safe,Low,11,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03506,Simva 20 Tablet,Simvastatin,Statin,Losar 50 Tablet,Losartan,ARB,Safe,Low,28,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03507,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Safe,Low,25,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03508,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Metformin 500mg Tablet,Metformin,Antidiabetic,Safe,Low,6,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03509,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Moderate,Moderate,51,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,low
DDI03510,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Safe,Low,3,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03511,Warf 5 Tablet,Warfarin,Anticoagulant,Atorva 20 Tablet,Atorvastatin,Statin,Safe,Low,33,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03512,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Sertraline 50mg Tablet,Sertraline,SSRI,Moderate,Moderate,46,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,high
DDI03513,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Moderate,Moderate,54,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,medium
DDI03514,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Simva 20 Tablet,Simvastatin,Statin,Moderate,Moderate,65,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,high
DDI03515,Insulin Regular,Insulin,Antidiabetic,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Safe,Low,9,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03516,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Ibu 400 Tablet,Ibuprofen,NSAID,Safe,Low,14,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03517,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Safe,Low,24,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03518,Furosemide 40mg Tablet,Furosemide,Diuretic,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Moderate,Moderate,51,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,low
DDI03519,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Losar 50 Tablet,Losartan,ARB,Safe,Low,35,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03520,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Safe,Low,17,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03521,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Safe,Low,23,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03522,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Safe,Low,12,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03523,Simva 20 Tablet,Simvastatin,Statin,Ibu 400 Tablet,Ibuprofen,NSAID,Safe,Low,28,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03524,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Safe,Low,31,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03525,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Safe,Low,13,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03526,Losar 50 Tablet,Losartan,ARB,Insulin Regular,Insulin,Antidiabetic,Safe,Low,10,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03527,Warf 5 Tablet,Warfarin,Anticoagulant,Ibu 400 Tablet,Ibuprofen,NSAID,Dangerous,Major,92,NSAID may increase bleeding risk with anticoagulants,Avoid OTC NSAIDs; ask clinician for safer pain relief,synthetic_model,low
DDI03528,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Safe,Low,30,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03529,Warf 5 Tablet,Warfarin,Anticoagulant,Insulin Regular,Insulin,Antidiabetic,Safe,Low,4,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03530,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Safe,Low,12,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03531,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Moderate,Moderate,63,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,medium
DDI03532,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Safe,Low,14,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03533,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Moderate,Moderate,56,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,low
DDI03534,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Omeprazole 20mg Capsule,Omeprazole,PPI,Safe,Low,32,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03535,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Metformin 500mg Tablet,Metformin,Antidiabetic,Moderate,Moderate,45,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,medium
DDI03536,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Hydrochlorothiazide 25mg Tablet,Hydrochlorothiazide,Diuretic,Safe,Low,23,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03537,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Moderate,Moderate,57,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,low
DDI03538,Metformin 500mg Tablet,Metformin,Antidiabetic,Sertraline 50mg Tablet,Sertraline,SSRI,Safe,Low,13,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03539,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Furosemide 40mg Tablet,Furosemide,Diuretic,Safe,Low,20,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03540,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Atorva 20 Tablet,Atorvastatin,Statin,Safe,Low,29,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03541,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Omeprazole 20mg Capsule,Omeprazole,PPI,Safe,Low,27,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03542,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Safe,Low,20,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03543,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Simva 20 Tablet,Simvastatin,Statin,Moderate,Moderate,48,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,low
DDI03544,Simva 20 Tablet,Simvastatin,Statin,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Safe,Low,2,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03545,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Furosemide 40mg Tablet,Furosemide,Diuretic,Safe,Low,24,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03546,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Simva 20 Tablet,Simvastatin,Statin,Moderate,Moderate,60,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,low
DDI03547,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Safe,Low,15,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03548,Atorva 20 Tablet,Atorvastatin,Statin,Insulin Regular,Insulin,Antidiabetic,Safe,Low,31,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03549,Hydrochlorothiazide 25mg Tablet,Hydrochlorothiazide,Diuretic,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Safe,Low,13,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03550,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Moderate,Moderate,46,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,high
DDI03551,Atorva 20 Tablet,Atorvastatin,Statin,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Safe,Low,0,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03552,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Safe,Low,4,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03553,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Omeprazole 20mg Capsule,Omeprazole,PPI,Safe,Low,1,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03554,Omeprazole 20mg Capsule,Omeprazole,PPI,Atorva 20 Tablet,Atorvastatin,Statin,Safe,Low,5,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03555,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Omeprazole 20mg Capsule,Omeprazole,PPI,Safe,Low,18,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03556,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Safe,Low,20,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03557,Metformin 500mg Tablet,Metformin,Antidiabetic,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Safe,Low,3,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03558,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Safe,Low,35,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03559,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Losar 50 Tablet,Losartan,ARB,Safe,Low,20,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03560,Warf 5 Tablet,Warfarin,Anticoagulant,Ibu 400 Tablet,Ibuprofen,NSAID,Dangerous,Major,92,NSAID may increase bleeding risk with anticoagulants,Avoid OTC NSAIDs; ask clinician for safer pain relief,rule_based,medium
DDI03561,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Safe,Low,11,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03562,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Moderate,Moderate,54,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,medium
DDI03563,Warf 5 Tablet,Warfarin,Anticoagulant,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Safe,Low,27,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03564,Omeprazole 20mg Capsule,Omeprazole,PPI,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Safe,Low,4,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03565,Omeprazole 20mg Capsule,Omeprazole,PPI,Hydrochlorothiazide 25mg Tablet,Hydrochlorothiazide,Diuretic,Safe,Low,5,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03566,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Moderate,Moderate,49,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,medium
DDI03567,Furosemide 40mg Tablet,Furosemide,Diuretic,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Safe,Low,17,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03568,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Safe,Low,35,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03569,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Furosemide 40mg Tablet,Furosemide,Diuretic,Safe,Low,35,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03570,Furosemide 40mg Tablet,Furosemide,Diuretic,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Safe,Low,25,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03571,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Safe,Low,33,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03572,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Furosemide 40mg Tablet,Furosemide,Diuretic,Safe,Low,7,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03573,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Insulin Regular,Insulin,Antidiabetic,Safe,Low,4,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03574,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Safe,Low,11,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03575,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Metformin 500mg Tablet,Metformin,Antidiabetic,Safe,Low,24,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03576,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Safe,Low,5,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03577,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Safe,Low,22,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03578,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Safe,Low,11,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03579,Losar 50 Tablet,Losartan,ARB,Metformin 500mg Tablet,Metformin,Antidiabetic,Safe,Low,0,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03580,Metformin 500mg Tablet,Metformin,Antidiabetic,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Safe,Low,21,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03581,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Sertraline 50mg Tablet,Sertraline,SSRI,Safe,Low,5,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03582,Losar 50 Tablet,Losartan,ARB,Omeprazole 20mg Capsule,Omeprazole,PPI,Safe,Low,4,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03583,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Moderate,Moderate,44,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,high
DDI03584,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Safe,Low,8,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03585,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Simva 20 Tablet,Simvastatin,Statin,Safe,Low,30,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03586,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Metformin 500mg Tablet,Metformin,Antidiabetic,Safe,Low,16,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03587,Hydrochlorothiazide 25mg Tablet,Hydrochlorothiazide,Diuretic,Simva 20 Tablet,Simvastatin,Statin,Safe,Low,35,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03588,Losar 50 Tablet,Losartan,ARB,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Safe,Low,2,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03589,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Safe,Low,9,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03590,Sertraline 50mg Tablet,Sertraline,SSRI,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Safe,Low,1,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03591,Insulin Regular,Insulin,Antidiabetic,Omeprazole 20mg Capsule,Omeprazole,PPI,Safe,Low,21,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03592,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Safe,Low,8,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03593,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Safe,Low,35,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03594,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Safe,Low,3,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03595,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Insulin Regular,Insulin,Antidiabetic,Moderate,Moderate,45,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,low
DDI03596,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Safe,Low,5,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03597,Metformin 500mg Tablet,Metformin,Antidiabetic,Omeprazole 20mg Capsule,Omeprazole,PPI,Moderate,Moderate,65,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,high
DDI03598,Sertraline 50mg Tablet,Sertraline,SSRI,Metformin 500mg Tablet,Metformin,Antidiabetic,Safe,Low,22,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03599,Atorva 20 Tablet,Atorvastatin,Statin,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Safe,Low,0,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03600,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Safe,Low,5,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03601,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Metformin 500mg Tablet,Metformin,Antidiabetic,Safe,Low,2,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03602,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Safe,Low,3,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
